job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
chuyên viên kinh doanh lương upto 20 triệu,1,10.0,10.0,0.0,20.0
chuyên viên kinh doanh mảng giáo dục steam,1,10.0,10.0,8.0,12.0
chuyên viên kinh doanh sử dụng tốt tiếng trung bình dương,1,10.0,10.0,9.0,11.0
chuyên viên kiểm soát nội bộ ic,1,10.0,10.0,8.0,12.0
chuyên viên kế toán chi phí công nợ,1,10.0,10.0,9.0,11.0
chuyên viên kế toán tại công ty dịch vụ thuế,1,10.0,10.0,8.0,12.0
chuyên viên kỹ thuật r d,1,10.0,10.0,9.0,11.0
chuyên viên kỹ thuật trực ca,1,10.0,10.0,8.0,12.0
chuyên viên mep,1,10.0,10.0,0.0,20.0
chuyên viên nguồn hàng,1,10.0,10.0,10.0,10.0
chuyên viên ngành môi trường nhận việc ngay,1,10.0,10.0,0.0,20.0
chuyên viên nhân sự đào tạo,1,10.0,10.0,9.0,11.0
chuyên viên nhân viên hành chính,1,10.0,10.0,7.5,12.5
chuyên viên onboarding engagement,1,10.0,10.0,8.0,12.0
chuyên viên phát triển kinh doanh bảo hiểm,1,10.0,10.0,7.5,12.5
chuyên viên phòng giáo vụ,1,10.0,10.0,8.0,12.0
chuyên viên qc đào tạo,1,10.0,10.0,9.0,11.0
chuyên viên quản lý gia công sơ chế dừa,1,10.0,10.0,8.0,12.0
chuyên viên quản lý kỹ thuật điện tự động hóa,1,10.0,10.0,8.0,12.0
chuyên viên quảng cáo đa kênh,1,10.0,10.0,8.0,12.0
chuyên viên seo content,1,10.0,10.0,8.0,12.0
chuyên viên telesale thu nhập từ 10 20tr nghỉ t7 cn,1,10.0,10.0,0.0,20.0
chuyên viên trade marketing mảng giáo dục gia lai,1,10.0,10.0,9.0,11.0
chuyên viên tuyển dụng giáo viên,1,10.0,10.0,8.0,12.0
chuyên viên tuyển dụng mass lđpt hcm,1,10.0,10.0,9.0,11.0
chuyên viên tuyển dụng văn phòng hồ chí minh,1,10.0,10.0,8.0,12.0
chuyên viên tư vấn bán hàng hải phòng,1,10.0,10.0,8.0,12.0
chuyên viên tư vấn môi trường nhận việc ngay,2,10.0,10.0,0.0,20.0
chuyên viên tư vấn online,1,10.0,10.0,8.0,12.0
chuyên viên tư vấn tín chấp,1,10.0,10.0,8.0,12.0
chuyên viên tư vấn và chăm sóc khách hàng,1,10.0,10.0,8.0,12.0
chuyên viên tập sự khách hàng cá nhân cn bắc giang,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn bắc hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn bắc ninh,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn cao bằng,2,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn gia lai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn gia lâm,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn hòa bình,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn hòa lạc,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn hội an,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn khánh hòa,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn kon tum,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn lào cai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn lạng sơn,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn mê linh,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn phúc yên,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn sơn la,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn sơn tây,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn thái nguyên,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn thường tín,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn việt trì,2,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn xuân mai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn đà nẵng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn đông anh,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn đăk lăk,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn đắk nông,2,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân cn đồng nai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân khu vực bình dương,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân khu vực cần thơ,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân khu vực hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân khu vực đà nẵng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch ba vì cn sơn tây,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch buôn hồ cn đăk lăk,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch chư sê cn gia lai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch cư mgar cn đăk lăk,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch eakar cn đăk lăk,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch hoài nhơn cn bình định,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch hoàng diệu cn khánh hòa,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch lâm thao cn việt trì,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch lê duẩn cn đà nẵng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch lê lợi cn sơn tây,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch nam việt trì cn việt trì,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch phú hộ cn việt trì,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch phúc yên cn vĩnh phúc,2,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch pleiku cn gia lai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch quy nhơn cn bình định,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch quán toan cn bắc hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch sóc sơn cn đông anh,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch sông hàn cn đà nẵng,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng cá nhân phòng giao dịch yên lạc cn vĩnh phúc,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn bắc giang,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn lào cai,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn lạng sơn,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn sơn la,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn tuyên quang,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp cn từ sơn,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp khu vực bình dương,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp khu vực cần thơ,1,10.0,10.0,5.0,15.0
chuyên viên tập sự khách hàng doanh nghiệp khu vực hà nội,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch bãi cháy cn quảng ninh,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch cẩm phả cn quảng ninh,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch diễn châu cn nghệ an,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch duy tiên cn hà nam,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch gia viễn cn ninh bình,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch hà huy tập cn nghệ an,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch hưng hà cn thái bình,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch hạ long cn quảng ninh,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch hải an cn hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch hải hậu cn nam định,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch kiến an cn nam hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch lê chân cn nam hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch lạch tray cn hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch nghi sơn cn thanh hóa,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch quỳnh lưu cn hà huy tập,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch sầm sơn cn thanh hóa,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch thuận thành cn kinh bắc,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch thái thụy cn thái bình,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch thượng lý cn bắc hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch trung đô cn nghệ an,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch trần phú cn hà tĩnh,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch vân giang cn ninh bình,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch vân đồn cn quảng ninh,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch võ nguyên giáp cn nam hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch vĩnh tường cn vĩnh phúc,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch vạn mỹ cn hải phòng,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch ý yên cn nam định,1,10.0,10.0,5.0,15.0
chuyên viên ub phòng giao dịch đức thọ cn hà tĩnh,1,10.0,10.0,5.0,15.0
chuyên viên vận hành và phát triển facebook,1,10.0,10.0,8.0,12.0
chuyên viên vận hành và quản trị fanpage,1,10.0,10.0,8.0,12.0
chuyên viên xử lí nợ thế chấp,1,10.0,10.0,8.0,12.0
chuyên viên xử lý khiếu nại,1,10.0,10.0,9.0,11.0
chuyên viên đào tạo training,1,10.0,10.0,9.0,11.0
chuyên viên đào tạo triển khai phần mềm,1,10.0,10.0,8.0,12.0
chuyên viên đơn đặt,1,10.0,10.0,7.0,13.0
chăm sóc khách hàng ngành dược phẩm,1,10.0,10.0,8.0,12.0
chăm sóc khách hàng ngân hàng quận 7 thu nhập 9 12 triệu tháng,1,10.0,10.0,8.0,12.0
chăm sóc khách hàng telesales,1,10.0,10.0,0.0,20.0
chăm sóc khách hàng tiếng trung không yêu cầu kinh nghiệm lương cứng từ 8 12tr tháng,1,10.0,10.0,8.0,12.0
chơn thành bình phước nhân viên tư vấn trả góp,1,10.0,10.0,8.0,12.0
commis chef đầu bếp,1,10.0,10.0,8.0,12.0
communication executive,1,10.0,10.0,8.0,12.0
compliance and security it company,1,10.0,10.0,0.0,20.0
content creator du lịch,1,10.0,10.0,8.0,12.0
content creator kiêm e commerce administrative,1,10.0,10.0,7.0,13.0
content editor,2,10.0,10.0,8.0,12.0
content marketing full time 2024,1,10.0,10.0,8.0,12.0
content moderator,1,10.0,10.0,0.0,20.0
content social,1,10.0,10.0,9.0,11.0
content social marketing mảng b2b hoặc b2c,1,10.0,10.0,8.0,12.0
cà mau nhân viên tư vấn trả góp,1,10.0,10.0,8.0,12.0
cán bộ chương trình,1,10.0,10.0,9.0,11.0
cán bộ nghiên cứu dự án,1,10.0,10.0,8.0,12.0
công nhân bảo trì,2,10.0,9.5,7.0,12.0
công nhân cho xưởng sản xuất,1,10.0,10.0,5.0,15.0
công nhân gia công tại xưởng sản xuất,1,10.0,10.0,8.0,12.0
công nhân kho lái xe nâng,1,10.0,10.0,8.0,12.0
công nhân mạ kẽm đi làm ngay,1,10.0,10.0,8.0,12.0
công nhân sản xuất hoài đức hà nội,1,10.0,10.0,9.0,11.0
công nhân sản xuất pha chế,1,10.0,10.0,9.0,11.0
công nhân sản xuất thu nhập từ 8 12 triệu,1,10.0,10.0,8.0,12.0
công nhân sản xuất đi làm ngay,1,10.0,10.0,8.0,12.0
công nhân vận hành dcs,1,10.0,10.0,8.0,12.0
công nhân vận hành thiết bị sản xuất dược phẩm,1,10.0,10.0,8.0,12.0
công nhân xưởng sản xuất đóng gói gỗ nội thất và kim loại,1,10.0,10.0,8.0,12.0
cộng tác viên có lương cứng,1,10.0,10.0,0.0,20.0
cộng tác viên thiết kế cấp bậc mobile game,1,10.0,10.0,9.0,11.0
cửa hàng phó siêu thị,1,10.0,10.0,9.0,11.0
cửa hàng trưởng tập sự winmart,1,10.0,10.0,6.0,14.0
cửa hàng trưởng tập sự winmart khu vực thanh hóa,1,10.0,10.0,6.0,14.0
debug technician kỹ thuật viên,1,10.0,10.0,9.0,11.0
digital marketing facebook ads hoặc google ads thị trường us ca,1,10.0,10.0,0.0,20.0
duy tiên hà nam nhân viên tư vấn trả góp,1,10.0,10.0,8.0,12.0
duy tiên hà nam nhân viên tư vấn trả góp smc hnm,1,10.0,10.0,8.0,12.0
dược sĩ chăm sóc khách hàng online,1,10.0,10.0,9.0,11.0
dược sĩ tư vấn online quận 7,1,10.0,10.0,9.0,11.0
dược sỹ phụ trách bán hàng kênh online,1,10.0,10.0,8.0,12.0
english teacher,1,10.0,10.0,8.0,12.0
entry level marketing associate,1,10.0,10.0,8.0,12.0
ga cum hr executive 20 triệu gross,1,10.0,10.0,0.0,20.0
ga cum hr executive tiếng anh tốt thời vụ,1,10.0,10.0,0.0,20.0
gia lai nhân viên tư vấn trả góp smc gl,1,10.0,10.0,8.0,12.0
gia viễn ninh bình nhân viên tư vấn tín dụng kênh trả góp sed nb,1,10.0,10.0,8.0,12.0
giao dịch viên ncb hà nam,2,10.0,10.0,8.0,12.0
giám sát bán hàng thị trường,1,10.0,10.0,0.0,20.0
giám sát cửa hàng quận 7 mothercare,1,10.0,10.0,8.0,12.0
giám sát dịch vụ giám sát vệ sinh công nghiệp,1,10.0,10.0,8.0,12.0
giám sát dịch vụ vệ sinh công nghiệp tại phú quốc,1,10.0,10.0,9.0,11.0
giám sát housekeeping stewarding,1,10.0,10.0,8.0,12.0
giám sát khu vực vệ sinh công nghiệp,1,10.0,10.0,8.0,12.0
giám sát kinh doanh gt sales sup,1,10.0,10.0,8.0,12.0
giám sát kinh doanh khu vực cà mau bạc liêu,1,10.0,10.0,9.0,11.0
giám sát kinh doanh khu vực cần thơ,1,10.0,10.0,9.0,11.0
giám sát kinh doanh kênh mt,1,10.0,10.0,0.0,20.0
giám sát thực tập,1,10.0,10.0,0.0,20.0
giám sát tiền sảnh front office supervisor,1,10.0,10.0,8.0,12.0
giám sát vệ sinh công nghiệp tại hải phòng,1,10.0,10.0,9.0,11.0
giám định viên cơ khí điện tử cn hồ chí minh,1,10.0,10.0,0.0,20.0
giáo viên bán trú,1,10.0,10.0,8.0,12.0
giáo viên gia sư toán part time,1,10.0,10.0,0.0,20.0
giáo viên hóa học,1,10.0,10.0,8.0,12.0
giáo viên kỹ năng sống,1,10.0,10.0,8.0,12.0
giáo viên mỹ thuật thỉnh giảng,1,10.0,10.0,8.0,12.0
giáo viên sinh học,1,10.0,10.0,8.0,12.0
giáo viên thể dục,1,10.0,10.0,8.0,12.0
giáo viên thể dục bơi,1,10.0,10.0,8.0,12.0
giáo viên tin học robotics,2,10.0,10.0,8.0,12.0
giáo viên tiếng anh english teacher part time,1,10.0,10.0,0.0,20.0
giáo viên tiếng hoa,4,10.0,10.0,8.0,12.0
giáo viên tiếng hoa thỉnh giảng,2,10.0,10.0,8.0,12.0
giáo viên tiếng trung parttime fulltime,1,10.0,10.0,8.0,12.0
giáo viên tiếng trung sau tết đi làm,2,10.0,10.0,8.0,12.0
giáo viên tiếng trung đi làm sau tết,1,10.0,10.0,8.0,12.0
giáo viên vật lý steam,1,10.0,10.0,8.0,12.0
giảng viên công nghệ kỹ thuật oto,1,10.0,10.0,8.0,12.0
giảng viên ngôn ngữ anh,1,10.0,10.0,8.0,12.0
giảng viên ngôn ngữ trung,2,10.0,10.0,8.0,12.0
giảng viên quản trị dịch vụ du lịch và lữ,1,10.0,10.0,8.0,12.0
giảng viên quản trị khách sạn,1,10.0,10.0,8.0,12.0
google ads marketing executive,1,10.0,10.0,0.0,20.0
graphic design thiết kế đồ họa,1,10.0,10.0,8.0,12.0
graphic designer thiết kế đồ họa,1,10.0,10.0,8.0,12.0
hai bà trưng q1 nhân viên điều dưỡng,1,10.0,10.0,8.0,12.0
hcm cộng tác viên kinh doanh,1,10.0,10.0,0.0,20.0
hcm kế toán công nợ,1,10.0,10.0,9.0,11.0
hcm kế toán công nợ thời vụ 6 tháng,1,10.0,10.0,9.0,11.0
hcm nhân viên kiểm soát nội bộ,1,10.0,10.0,9.0,11.0
hcm quản lý giám sát cửa hàng nhãn hàng fila,1,10.0,10.0,8.0,12.0
hn nhân viên khảo sát qua điện thoại,1,10.0,10.0,0.0,20.0
hoa lư ninh bình nhân viên tư vấn trả góp smc nb,1,10.0,10.0,8.0,12.0
hoa lư ninh bình nhân viên tư vấn tín dụng kênh trả góp sed nb,1,10.0,10.0,8.0,12.0
hoàng su phì hà giang nhân viên tư vấn trả góp smc hg,1,10.0,10.0,8.0,12.0
hoàng văn thụ phú nhuận nhân viên điều dưỡng,1,10.0,10.0,8.0,12.0
hr admin staff,1,10.0,10.0,9.0,11.0
hse staff 13 triệu gross,1,10.0,10.0,0.0,20.0
huyện châu thành đồng tháp nhân viên tư vấn trả góp,1,10.0,10.0,8.0,12.0
huấn luyện viên yoga hà nội,1,10.0,10.0,0.0,20.0
huế nhân viên tư vấn trả góp sed bđ,1,10.0,10.0,8.0,12.0
hà nội điện biên lào cai chuyên viên tư vấn bảo hiểm kênh ngân hàng vietinbank,1,10.0,10.0,8.0,12.0
hành chính lễ tân,1,10.0,10.0,8.0,12.0
hương khê hà tĩnh nhân viên tư vấn trả góp smc ht,1,10.0,10.0,8.0,12.0
hạ hòa phú thọ nhân viên tư vấn trả góp smc pt,1,10.0,10.0,8.0,12.0
inbound tour operator,1,10.0,10.0,8.0,12.0
it comtor,1,10.0,10.0,8.0,12.0
it security staff,1,10.0,10.0,8.0,12.0
it support it service desk msb kcn 3i092,1,10.0,10.0,8.0,12.0
japanese customer success specialist（saas tiếng nhật n2 n1 30 triệu gross,1,10.0,10.0,0.0,20.0
japanese hotel cafe manager candidates open fresher,1,10.0,10.0,10.0,10.0
japanese sales staff up to 20m gross,1,10.0,10.0,0.0,20.0
junior iot developer,1,10.0,10.0,8.0,12.0
key account executive nhân viên phát triển đối tác,1,10.0,10.0,8.0,12.0
khu vực trà vinh nữ cộng tác viên bán hàng thị trường,1,10.0,10.0,8.0,12.0
kim thành kinh môn thanh miện hải dương nhân viên tư vấn trả góp smc hd,1,10.0,10.0,8.0,12.0
kinh doanh ngành hàng vật liệu nha khoa,1,10.0,10.0,8.0,12.0
kinh môn hải dương nhân viên tư vấn trả góp smc hd,1,10.0,10.0,8.0,12.0
kiến trúc sư kỹ sư họa viên triển khai,1,10.0,10.0,0.0,20.0
kiểm soát chất lượng qc thực phẩm,1,10.0,10.0,0.0,20.0
kiểm tra chất lượng,1,10.0,10.0,8.0,12.0
kols kocs affiliate executive,1,10.0,10.0,8.0,12.0
kon tum nhân viên tư vấn trả góp sed kt,1,10.0,10.0,8.0,12.0
kon tum nhân viên tư vấn trả góp smc kt,1,10.0,10.0,8.0,12.0
ktv công nghệ giấy bột giấy quảng ngãi,1,10.0,10.0,8.0,12.0
kế toán bán ra,1,10.0,10.0,8.0,12.0
kế toán bảo hiểm,1,10.0,10.0,8.0,12.0
kế toán chi phí và công nợ,1,10.0,10.0,8.0,12.0
kế toán chi phí vận tải tại quận hoàng mai,1,10.0,10.0,9.0,11.0
kế toán hoá đơn,1,10.0,10.0,0.0,20.0
kế toán kho kcn lai xá hoài đức hà nội,1,10.0,10.0,0.0,20.0
kế toán kho nguyên vật liệu,1,10.0,10.0,9.0,11.0
kế toán kho xưởng,1,10.0,10.0,8.0,12.0
kế toán ngân quỹ,1,10.0,10.0,8.0,12.0
kế toán nội bộ,1,10.0,10.0,8.0,12.0
kế toán quỹ ngân hàng,1,10.0,10.0,9.0,11.0
kế toán sản xuất hưng yên,1,10.0,10.0,8.0,12.0
kế toán thu nhập cao làm việc tại bình tân,1,10.0,10.0,8.0,12.0
kế toán trường,4,10.0,10.0,8.0,12.0
kế toán trưởng 1500 gross,1,10.0,10.0,0.0,20.0
kế toán tổng hợp ngành hàng vải jean tân phú,1,10.0,10.0,8.0,12.0
kế toán viên digitex,1,10.0,10.0,9.0,11.0
kế toán viên làm việc đà nẵng,1,10.0,10.0,8.0,12.0
kỹ sư an toàn lao động xd,1,10.0,10.0,0.0,20.0
kỹ sư công nghệ mảng giấy bột giấy quảng ngãi,1,10.0,10.0,8.0,12.0
kỹ sư hóa bán hàng,1,10.0,10.0,8.0,12.0
kỹ sư hóa học,1,10.0,10.0,8.0,12.0
kỹ sư hóa polymer,1,10.0,10.0,8.0,12.0
kỹ sư lâm nghiệp lương 8m 12m,2,10.0,10.0,0.0,20.0
kỹ sư qs shop drawing,1,10.0,10.0,0.0,20.0
kỹ sư thanh toán làm việc tại văn phòng,1,10.0,10.0,8.0,12.0
kỹ sư tư vấn báo giá,1,10.0,10.0,0.0,20.0
kỹ sư tự động hóa công nghiệp,1,10.0,10.0,8.0,12.0
kỹ sư điện lạnh phòng r d,1,10.0,10.0,0.0,20.0
kỹ sư đăng kiểm,1,10.0,10.0,8.0,12.0
kỹ sư địa chất công trình,1,10.0,10.0,8.0,12.0
kỹ thuật sản xuất 13 triệu gross,1,10.0,10.0,0.0,20.0
kỹ thuật viên bảo trì dụng cụ,1,10.0,10.0,6.0,14.0
kỹ thuật viên chăm sóc bể cá,1,10.0,10.0,0.0,20.0
kỹ thuật viên công nghệ quảng ngãi,1,10.0,10.0,8.0,12.0
kỹ thuật viên cơ điện tử,3,10.0,10.0,8.0,12.0
kỹ thuật viên giao hàng ict tại quận 12,1,10.0,10.0,8.0,12.0
kỹ thuật viên giao hàng ict tại quận 3,1,10.0,10.0,8.0,12.0
kỹ thuật viên giao hàng ict tại quận 8,1,10.0,10.0,8.0,12.0
kỹ thuật viên gây mê hồi sức,1,10.0,10.0,0.0,20.0
kỹ thuật viên khung gỗ ghế sofa,1,10.0,10.0,8.0,12.0
kỹ thuật viên khâu may ghế sofa,1,10.0,10.0,8.0,12.0
kỹ thuật viên kiêm tư vấn làm việc tại thủ dầu một,1,10.0,10.0,0.0,20.0
kỹ thuật viên kiêm điều dưỡng spa,1,10.0,10.0,8.0,12.0
kỹ thuật viên lắp đặt máy lọc nước,1,10.0,10.0,8.0,12.0
kỹ thuật viên phay cnc,1,10.0,10.0,9.0,11.0
kỹ thuật viên phòng lắp ráp,1,10.0,10.0,8.0,12.0
kỹ thuật viên quản lý chất lượng nhà cung cấp,1,10.0,10.0,0.0,20.0
kỹ thuật viên sửa chữa chung xe thương mại đi làm ngay,1,10.0,10.0,8.0,12.0
kỹ thuật viên sửa chữa máy móc,1,10.0,10.0,8.0,12.0
kỹ thuật viên wellness spa,1,10.0,10.0,7.0,13.0
kỹ thuật viên y học cổ truyền,1,10.0,10.0,8.0,12.0
kỹ thuật viên ép nhựa plastic,1,10.0,10.0,8.0,12.0
kỹ thuật viên điện tử điện lạnh,1,10.0,10.0,8.0,12.0
kỹ thuật viên đấu nối tủ điện máy cnc,1,10.0,10.0,8.0,12.0
kỹ thuật vận hành livestream,1,10.0,10.0,8.0,12.0
kỹ thuật xây dựng,1,10.0,10.0,0.0,20.0
la gi bình thuận nhân viên tư vấn tín dụng kênh trả góp sed btn,1,10.0,10.0,8.0,12.0
la gi bình thuận tư vấn viên trả góp kênh điện máy sed btn,1,10.0,10.0,8.0,12.0
lai châu hưng yên hà nội chuyên viên tư vấn bảo hiểm kênh ngân hàng vietinbank,1,10.0,10.0,8.0,12.0
lai châu nữ bán hàng thị trường,1,10.0,10.0,8.0,12.0
lai châu nữ bán hàng tại thị trường,1,10.0,10.0,8.0,12.0
lao động phổ thông lái xe,1,10.0,10.0,8.0,12.0
lao động phổ thông nhà máy đến phỏng vấn nhận việc ngay,1,10.0,10.0,8.0,12.0
lao động phổ thông tại tphcm đi làm ngay,1,10.0,10.0,8.0,12.0
leader production tổ trưởng sản xuất,2,10.0,10.0,9.0,11.0
line cook bếp chính,1,10.0,10.0,10.0,10.0
livestream assistant melive,1,10.0,10.0,8.0,12.0
long an nhân viên tư vấn trả góp kênh xe máy,1,10.0,10.0,8.0,12.0
long thành đồng nai nhân viên tư vấn tín dụng trả góp sản phẩm smc đni,1,10.0,10.0,8.0,12.0
lý nhân hà nam nhân viên tư vấn trả góp smc hnm,1,10.0,10.0,8.0,12.0
lạng sơn nữ bán hàng tại thị trường,1,10.0,10.0,8.0,12.0
lập trình viên java junior java developer,1,10.0,10.0,8.0,12.0
lễ tân kiêm hành chính kế toán,2,10.0,9.5,9.0,12.0
lễ tân tiếng nhật,1,10.0,10.0,8.0,12.0
lộc bình lạng sơn nhân viên tư vấn trả góp smc ls,1,10.0,10.0,8.0,12.0
lộc bình lạng sơn nhân viên tư vấn tín dụng kênh trả góp smc đni,1,10.0,10.0,8.0,12.0
lộc bình lạng sơn nhân viên tư vấn tín dụng trả góp sản phẩm smc ls,1,10.0,10.0,8.0,12.0
marketing promotion executive,1,10.0,10.0,8.0,12.0
marketing sales staff từ 1 năm kinh nghiệm 20 triệu gross,1,10.0,10.0,0.0,20.0
marketing sáng tạo nội dung,1,10.0,10.0,8.0,12.0
mega gangnam thực tập sinh phòng kinh doanh,1,10.0,10.0,5.0,15.0
miền bắc chuyên viên tư vấn bảo hiểm kênh ngân hàng vietinbank,1,10.0,10.0,8.0,12.0
mèo vạc hà giang nhân viên tư vấn trả góp smc hg,1,10.0,10.0,8.0,12.0
nam nhân viên kỹ thuật ghép phôi,1,10.0,10.0,8.0,12.0
nam định nữ bán hàng tại thị trường,1,10.0,10.0,8.0,12.0
nghi xuân hà tĩnh nhân viên tư vấn trả góp smc ht,1,10.0,10.0,8.0,12.0
nghĩa hưng nam định nhân viên tư vấn trả góp sed nđ,1,10.0,10.0,8.0,12.0
nguyễn duy trinh nhân viên điều dưỡng,1,10.0,10.0,8.0,12.0
nho quan ninh bình nhân viên tư vấn tín dụng kênh trả góp sed nb,1,10.0,10.0,8.0,12.0
nhâ viên bán hàng đồng xoài bình phước,1,10.0,10.0,8.0,12.0
nhân viên admin hành chính,1,10.0,10.0,8.0,12.0
