job_title,so_mau,luong_trung_binh,luong_trung_vi,luong_thap_nhat,luong_cao_nhat
nhân viên admin kiêm chăm sóc khách hàng admin and customer services executive,1,10.0,10.0,8.0,12.0
nhân viên admin tiếng hàn,1,10.0,10.0,0.0,20.0
nhân viên admin xuất nhập khẩu,1,10.0,10.0,8.0,12.0
nhân viên biên tập viên,1,10.0,10.0,8.0,12.0
nhân viên bán hàng biên hòa đồng nai,1,10.0,10.0,8.0,12.0
nhân viên bán hàng bình phước,2,10.0,10.0,8.0,12.0
nhân viên bán hàng dĩ an thuận an bình dương,1,10.0,10.0,8.0,12.0
nhân viên bán hàng gạch ốp lát,1,10.0,10.0,7.0,13.0
nhân viên bán hàng hà nam,1,10.0,10.0,8.0,12.0
nhân viên bán hàng hòa bình,1,10.0,10.0,8.0,12.0
nhân viên bán hàng hồ chí minh bình thạnh gò vấp,1,10.0,10.0,8.0,12.0
nhân viên bán hàng nam định,2,10.0,10.0,8.0,12.0
nhân viên bán hàng nhà mạng viettel,1,10.0,10.0,8.0,12.0
nhân viên bán hàng qua tổng đài telesale viettel làm việc giờ hành chính tại hòa lạc thạch thất,1,10.0,10.0,8.0,12.0
nhân viên bán hàng qua tổng đài viettel làm việc giờ hành chính tại hòa lạc thạch thất,1,10.0,10.0,8.0,12.0
nhân viên bán hàng quận 2,1,10.0,10.0,8.0,12.0
nhân viên bán hàng quận 3,1,10.0,10.0,8.0,12.0
nhân viên bán hàng quận 9,1,10.0,10.0,8.0,12.0
nhân viên bán hàng siêu thị điện máy nhãn hàng smart link,1,10.0,10.0,8.0,12.0
nhân viên bán hàng thành phố hưng yên,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tiêu dùng kênh đại lý tạp hóa chợ,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp cao lãnh đồng tháp,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp huế,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp hồ chí minh,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp lạng sơn,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp vũng tàu,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tp đà lạt lâm đồng,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tại phú thọ,1,10.0,10.0,8.0,12.0
nhân viên bán hàng tại tttm times city crown uk – thương hiệu thời trang trẻ em cao cấp,1,10.0,10.0,0.0,20.0
nhân viên bán hàng tại viettel store quảng ninh,1,10.0,10.0,8.0,12.0
nhân viên bán hàng viettel làm việc giờ hành chính tại hòa lạc thạch thất,1,10.0,10.0,8.0,12.0
nhân viên bán hàng vĩnh phúc,2,10.0,10.0,8.0,12.0
nhân viên bán hàng đa nhiệm tại khu vực,1,10.0,10.0,8.0,12.0
nhân viên bán hàng định quán đồng nai,1,10.0,10.0,8.0,12.0
nhân viên bán hàng đồng nai,1,10.0,10.0,8.0,12.0
nhân viên bảo dưỡng cây xanh,1,10.0,10.0,8.0,12.0
nhân viên bảo dưỡng máy in,1,10.0,10.0,9.0,11.0
nhân viên bảo hành kỹ thuật,1,10.0,10.0,8.0,12.0
nhân viên bảo trì nghệ an,2,10.0,10.0,9.0,11.0
nhân viên bảo trì nhà hàng,1,10.0,10.0,8.0,12.0
nhân viên bảo trì sửa chữa hệ thống,1,10.0,10.0,9.0,11.0
nhân viên bảo trì thiết bị y tế,1,10.0,10.0,0.0,20.0
nhân viên bảo vệ nội bộ công ty,1,10.0,10.0,9.0,11.0
nhân viên bảo vệ q1,1,10.0,10.0,8.0,12.0
nhân viên bếp nhiệt thu nhập up to 20tr tháng,1,10.0,10.0,8.0,12.0
nhân viên bếp nhà hàng,5,10.0,9.0,7.0,15.0
nhân viên bếp á âu,1,10.0,10.0,0.0,20.0
nhân viên bộ phận hỗ trợ khách hàng 900 gross,1,10.0,10.0,0.0,20.0
nhân viên chăm sóc cây cảnh,1,10.0,10.0,9.0,11.0
nhân viên chăm sóc khách hàng cho ngân hàng mb bank tại đống đa hà nội,1,10.0,10.0,8.0,12.0
nhân viên chăm sóc khách hàng kiêm xử lý đơn hàng,1,10.0,10.0,0.0,20.0
nhân viên chăm sóc khách hàng kênh viettel 4g,1,10.0,10.0,0.0,20.0
nhân viên chăm sóc khách hàng mb bank tại đống đa hà nội,1,10.0,10.0,8.0,12.0
nhân viên chăm sóc khách hàng quận 12 tân bình thu nhập 9 12 triệu tháng,1,10.0,10.0,8.0,12.0
nhân viên chăm sóc khách hàng tiếng nhật hanoi nhận việc ngay,1,10.0,10.0,0.0,20.0
nhân viên chăm sóc trải nghiệm khách hàng,1,10.0,10.0,8.0,12.0
nhân viên chăm sóc và phát triển khách hàng,1,10.0,10.0,8.0,12.0
nhân viên chứng từ xuất nhập khẩu làm việc tại fdi đà nẵng,1,10.0,10.0,9.0,11.0
nhân viên content brand,1,10.0,10.0,8.0,12.0
nhân viên content marketing tiếng anh,1,10.0,10.0,8.0,12.0
nhân viên content seo website fanpage,1,10.0,10.0,8.0,12.0
nhân viên content – phụ trách nội dung,1,10.0,10.0,8.0,12.0
nhân viên công nghệ hóa học,1,10.0,10.0,8.0,12.0
nhân viên cơ điện tử,1,10.0,10.0,8.0,12.0
nhân viên e commerce,2,10.0,9.5,8.0,13.0
nhân viên event,1,10.0,10.0,8.0,12.0
nhân viên event catering,1,10.0,10.0,8.0,12.0
nhân viên giao hàng phú quốc,1,10.0,10.0,0.0,20.0
nhân viên giao hàng và hỗ trợ điều xe,1,10.0,10.0,0.0,20.0
nhân viên giao nhận hàng hóa ca đêm,1,10.0,10.0,8.0,12.0
nhân viên giao nhận kiêm mua hàng,1,10.0,10.0,9.0,11.0
nhân viên giám sát công trình,1,10.0,10.0,0.0,20.0
nhân viên giám sát cửa hàng foodcourt,1,10.0,10.0,9.0,11.0
nhân viên giám sát dịch vụ,1,10.0,10.0,9.0,11.0
nhân viên giám sát nhân sự hồ chí minh,1,10.0,10.0,8.0,12.0
nhân viên giáo vụ,1,10.0,10.0,8.0,12.0
nhân viên hr,1,10.0,10.0,8.0,12.0
nhân viên hành chính administrative staff,1,10.0,10.0,9.0,11.0
nhân viên hành chính an toàn,1,10.0,10.0,8.0,12.0
nhân viên hành chính kế toán trại,1,10.0,10.0,8.0,12.0
nhân viên hành chính nhân sự mạnh tuyển dụng,1,10.0,10.0,9.0,11.0
nhân viên hành chính văn phòng tại quận bình tân,1,10.0,10.0,8.0,12.0
nhân viên hải quan hiện trường tại hải phòng,1,10.0,10.0,9.0,11.0
nhân viên học vụ đào tạo,1,10.0,10.0,8.0,12.0
nhân viên hồ sơ dự án,2,10.0,10.0,8.0,12.0
nhân viên hồ sơ thầu phòng dự án,1,10.0,10.0,8.0,12.0
nhân viên influencer marketing executive,1,10.0,10.0,9.0,11.0
nhân viên it support helpdesk,2,10.0,9.0,8.0,12.0
nhân viên khai báo hải quan customs declarant executive,1,10.0,10.0,8.0,12.0
nhân viên khai thác truyền thông,1,10.0,10.0,8.0,12.0
nhân viên kho 8tr 12tr,1,10.0,10.0,8.0,12.0
nhân viên kho nguyên vật liệu,1,10.0,10.0,8.0,12.0
nhân viên kho phân loại thu nhập lên tới 12 triệu,1,10.0,10.0,8.0,12.0
nhân viên kho shopee tại bắc ninh không yêu cầu kinh nghiệm,2,10.0,10.0,8.0,12.0
nhân viên kinh doanh 14 triệu gross hoa hồng,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh b2b thời trang,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh b2c,2,10.0,10.0,9.0,11.0
nhân viên kinh doanh bưu điện trà vinh,1,10.0,10.0,5.0,15.0
nhân viên kinh doanh bất động sản lương cứng lên đến 15 triệu,1,10.0,10.0,5.0,15.0
nhân viên kinh doanh cước vận tải quốc tế,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh dịch vụ chi nhánh buôn ma thuột,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh dự án cơ hội thu nhập hấp dẫn và thăng tiến,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh hóa chất xét nghiệm,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực bình dương,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực bắc giang,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực hải dương,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực hải phòng,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực long xuyên,1,10.0,10.0,9.0,11.0
nhân viên kinh doanh khu vực lâm đồng,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực phú thọ,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực quảng ninh,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực sơn la,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực thanh hoá,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực thái nguyên,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khu vực vĩnh phúc,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh khách hàng doanh nghiệp hcm,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh làm việc hải phòng,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh làm việc tại thủ đức hồ chí minh,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh lương trên 10 triệu,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh mảng du lịch,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh ngành kinh doanh đồng phục,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh nhận việc sau tết,1,10.0,10.0,9.0,11.0
nhân viên kinh doanh omfood hcm,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh omfood hà nội,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh omfood vtu,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh online sales sàn tmđt,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh online sales sàn tmđt quận 1 hc,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh online yc từ 1 năm,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh phát triển thị trường kv đồng nai bình dương hồ chí minh,1,10.0,10.0,9.0,11.0
nhân viên kinh doanh phân phối mỹ phẩm – hàng tiêu dùng,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh phòng khám,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh quận tân bình nhận việc ngay,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh sales dự án,2,10.0,10.0,8.0,12.0
nhân viên kinh doanh thu nhập từ 8 12 triệu,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh thị trường không cần kinh nghiệm,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh thị trường kênh gt ngành sữa thu nhập từ 14 20 triệu,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh thị trường mảng điện máy vi tính camera,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh tiếp thị,7,10.0,10.0,8.0,12.0
nhân viên kinh doanh tại trung tâm tổ chức sự kiện và tiệc cưới,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh visa khu vực cần thơ,1,10.0,10.0,0.0,20.0
nhân viên kinh doanh xuất khẩu – hà nội,1,10.0,10.0,8.0,12.0
nhân viên kinh doanh ô tô hyundai,1,10.0,10.0,0.0,20.0
nhân viên kiêm giám sát cây xanh,1,10.0,10.0,8.0,12.0
nhân viên kiểm nghiệm tiếng nhật n3 upto 12m gross phụ cấp tăng ca,1,10.0,10.0,8.0,12.0
nhân viên kiểm soát chất lượng thực phẩm,1,10.0,10.0,8.0,12.0
nhân viên kiểm soát tuân thủ,1,10.0,10.0,8.0,12.0
nhân viên kiểm thử phần mềm tester,1,10.0,10.0,0.0,20.0
nhân viên kiểm tra thực phẩm,1,10.0,10.0,9.0,11.0
nhân viên kiểm đế,1,10.0,10.0,8.0,12.0
nhân viên kiểm định chất lượng hà nội,1,10.0,10.0,8.0,12.0
nhân viên kiểm định container đầu vào,1,10.0,10.0,7.0,13.0
nhân viên kế hoạch chất lượng tiếng nhật n2 14 triệu gross,1,10.0,10.0,0.0,20.0
nhân viên kế hoạch sản xuất long an,1,10.0,10.0,8.0,12.0
nhân viên kế hoạch sản xuất ngành nhựa,3,10.0,10.0,9.0,11.0
nhân viên kế toán bán hàng làm theo giờ của mỹ ưu tiên đã từng làm kho,2,10.0,10.0,8.0,12.0
nhân viên kế toán bán hàng và quản lý ccdc,1,10.0,10.0,9.0,11.0
nhân viên kế toán công trình,1,10.0,10.0,8.0,12.0
nhân viên kế toán hcns,1,10.0,10.0,9.0,11.0
nhân viên kế toán hải phòng,1,10.0,10.0,9.0,11.0
nhân viên kế toán kho bình phước,1,10.0,10.0,8.0,12.0
nhân viên kế toán kho bình tân đi làm ngay,1,10.0,10.0,8.0,12.0
nhân viên kế toán kho máy lọc nước,1,10.0,10.0,5.0,15.0
nhân viên kế toán kho thực phẩm,1,10.0,10.0,8.0,12.0
nhân viên kế toán kinh nghiệm từ 2 năm,1,10.0,10.0,9.0,11.0
nhân viên kế toán làm việc hải phòng,1,10.0,10.0,8.0,12.0
nhân viên kế toán thương mại điện tử,1,10.0,10.0,10.0,10.0
nhân viên kế toán vật tư làm việc tại kcn an hạ bình chánh tp hcm,1,10.0,10.0,9.0,11.0
nhân viên kết câu,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật atm,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật bm,1,10.0,10.0,9.0,11.0
nhân viên kỹ thuật bảo dưỡng tại hưng yên,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật bảo trì nhà hàng,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật cây trồng,1,10.0,10.0,9.0,11.0
nhân viên kỹ thuật dệt kim phẳng,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật hà nội,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật hệ thống điện nước,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật kdl đào nguyên,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật linh kiện ô tô,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc lotte quận 11,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc lotter gò vấp,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc lotter tân bình,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc megamall quận 9,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc thiso mall gò vấp,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc tầng 2 toà nhà ab trần phú nha trang,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật làm việc vincom nha trang,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật sử dụng tốt tiếng hoa,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật sửa chữa board,1,10.0,10.0,9.0,11.0
nhân viên kỹ thuật triển khai bảo trì,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật tại tp hcm,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật vận hành máy cnc được đào tạo,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật vận hành máy ép nhựa,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật vận hành sản xuất,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật vật liệu,1,10.0,10.0,7.0,13.0
nhân viên kỹ thuật vẽ cad biết tiếng nhật,1,10.0,10.0,9.0,11.0
nhân viên kỹ thuật đi vườn,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật điện bảo trì,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật điện công nghiệp,2,10.0,9.0,8.0,12.0
nhân viên kỹ thuật điện năng lượng mặt trời r d,1,10.0,10.0,9.0,11.0
nhân viên kỹ thuật đúc,1,10.0,10.0,8.0,12.0
nhân viên kỹ thuật đấu nối tủ điện,1,10.0,10.0,0.0,20.0
nhân viên lean ie,1,10.0,10.0,8.0,12.0
nhân viên livestream nước hoa,1,10.0,10.0,0.0,20.0
nhân viên làm giá nhập xuất,1,10.0,10.0,8.0,12.0
nhân viên lái xe 7 chỗ,1,10.0,10.0,8.0,12.0
nhân viên lái xe biết tiếng trung,2,10.0,10.0,0.0,20.0
nhân viên lái xe cho sếp,1,10.0,10.0,9.0,11.0
nhân viên lái xe lãnh đạo,1,10.0,10.0,8.0,12.0
nhân viên lái xe nâng hải phòng,1,10.0,10.0,9.0,11.0
nhân viên lâm nghiệp,1,10.0,10.0,8.0,12.0
nhân viên lập trình c,1,10.0,10.0,0.0,20.0
nhân viên lễ tân receptionist,1,10.0,10.0,8.0,12.0
nhân viên lễ tân spa đi làm ngay,1,10.0,10.0,8.0,12.0
nhân viên lễ tân đối ngoại,1,10.0,10.0,8.0,12.0
nhân viên marketing cho nhà hàng chay,1,10.0,10.0,8.0,12.0
nhân viên marketing executive f b,1,10.0,10.0,8.0,12.0
nhân viên marketing kiêm nhân sự,1,10.0,10.0,8.0,12.0
nhân viên marketing sự kiện,1,10.0,10.0,8.0,12.0
nhân viên marketing thiết kế,1,10.0,10.0,0.0,20.0
nhân viên merchandiser ngành may mặc,1,10.0,10.0,8.0,12.0
nhân viên mua hàng công nghiệp,1,10.0,10.0,9.0,11.0
nhân viên máy tiện cnc,1,10.0,10.0,8.0,12.0
nhân viên nam phục vụ nhà hàng,1,10.0,10.0,8.0,12.0
nhân viên nghiên cứu phát triển bình dương,1,10.0,10.0,9.0,11.0
nhân viên nguyên liệu,1,10.0,10.0,8.0,12.0
nhân viên nhân sự hrbp,3,10.0,8.5,7.0,15.0
nhân viên nhân sự hành chính tổng hợp,1,10.0,10.0,9.0,11.0
nhân viên nhân sự mảng tuyển dụng,1,10.0,10.0,8.0,12.0
nhân viên phiên dịch tiếng trung ưu tiên sinh viên mới tốt nghiệp,1,10.0,10.0,9.0,11.0
nhân viên pháp chế hành chính,1,10.0,10.0,9.0,11.0
nhân viên phát triển học liệu tiếng anh,1,10.0,10.0,8.0,12.0
nhân viên phát triển thị trường lương cứng 10 12tr tại hà nội,1,10.0,10.0,0.0,20.0
nhân viên phát triển thị trường xe máy điên·,1,10.0,10.0,10.0,10.0
nhân viên phòng kế hoạch tổng hợp,1,10.0,10.0,0.0,20.0
nhân viên phòng quan lý chất lượng,1,10.0,10.0,9.0,11.0
nhân viên phòng tổ chức hành chính,2,10.0,7.5,7.0,15.0
nhân viên phụ bếp nhà hàng nhật,1,10.0,10.0,9.0,11.0
nhân viên phụ trách cơ sở hạ tầng 13 triệu gross,1,10.0,10.0,0.0,20.0
nhân viên phụ trách cơ sở hạ tầng tiếng nhật n3 13 triệu gross,1,10.0,10.0,0.0,20.0
nhân viên phục vụ bàn waiter waitress,1,10.0,10.0,0.0,20.0
nhân viên phục vụ vip nhà hàng fine dining 5 sao thu nhập 12 15tr đi làm ngay,1,10.0,10.0,0.0,20.0
nhân viên qa compliance,1,10.0,10.0,8.0,12.0
nhân viên qa làm việc quận 9,1,10.0,10.0,8.0,12.0
nhân viên qc cơ khí kiểm hàng xưởng sản xuất,1,10.0,10.0,8.0,12.0
nhân viên qc làm việc quận 9,1,10.0,10.0,8.0,12.0
nhân viên qc đầu vào,1,10.0,10.0,8.0,12.0
nhân viên quan hệ công chúng pr,2,10.0,9.0,8.0,13.0
nhân viên quản lí dự án,1,10.0,10.0,8.0,12.0
nhân viên quản lý chất lượng bệnh viện,1,10.0,10.0,0.0,20.0
nhân viên quản lý dữ liệu văn thư lưu trữ,1,10.0,10.0,8.0,12.0
nhân viên quản lý hệ thống chất lượng,1,10.0,10.0,9.0,11.0
nhân viên quản lý học vụ,1,10.0,10.0,8.0,12.0
nhân viên quản lý sản xuất đời xe mới,1,10.0,10.0,0.0,20.0
nhân viên quản lý tài sản trang thiết bị văn phòng,1,10.0,10.0,9.0,11.0
nhân viên quản lý đơn hàng shopee fulltime,1,10.0,10.0,8.0,12.0
nhân viên quản trị chất lượng sản phẩm,1,10.0,10.0,8.0,12.0
nhân viên quảng bá sản phẩm,1,10.0,10.0,9.0,11.0
nhân viên r d kiêm qc,1,10.0,10.0,9.0,11.0
nhân viên rập may mẫu hàng thời trang,1,10.0,10.0,8.0,12.0
nhân viên sale admin lĩnh vực gia vị làm việc tp thủ đức,1,10.0,10.0,8.0,12.0
nhân viên sale admin lương 8 12 triệu,1,10.0,10.0,0.0,20.0
nhân viên sale admin sàn,2,10.0,10.0,8.5,11.5
nhân viên sale e commerce b2b hà nội,1,10.0,10.0,0.0,20.0
nhân viên sale khóa học,1,10.0,10.0,8.0,12.0
nhân viên sale kinh doanh,1,10.0,10.0,0.0,20.0
nhân viên sale online b2b thời trang,2,10.0,10.0,8.0,12.0
nhân viên sale online thời trang,1,10.0,10.0,8.0,12.0
nhân viên sale online thời trang cao cấp,2,10.0,10.0,0.0,20.0
nhân viên sales admin background kế toán,1,10.0,10.0,8.0,12.0
nhân viên sales admin trợ lý kinh doanh,1,10.0,10.0,0.0,20.0
nhân viên sales digital marketing,1,10.0,10.0,0.0,20.0
nhân viên sales marketing biết tiếng anh,1,10.0,10.0,0.0,20.0
nhân viên sales online văn phòng bình dương,1,10.0,10.0,8.0,12.0
nhân viên sales planing,1,10.0,10.0,8.0,12.0
nhân viên seo marketing ngành thời trang,1,10.0,10.0,8.0,12.0
nhân viên social marketing mạnh ý tưởng kịch bản,1,10.0,10.0,8.0,12.0
nhân viên sản xuất nhân viên qc,1,10.0,10.0,9.0,11.0
nhân viên sửa chữa cơ khí hàn container,1,10.0,10.0,7.0,13.0
nhân viên telesale dự án viettel,4,10.0,10.0,8.0,12.0
nhân viên telesale dự án viettel thu nhập từ 7 000 000 12 000 000,1,10.0,10.0,8.0,12.0
nhân viên telesale dự án viettel được đào tạo nghiệp vụ không áp kpi,1,10.0,10.0,8.0,12.0
nhân viên telesale khóa học,2,10.0,10.0,9.0,11.0
nhân viên telesale mb bank tại 21 cát linh đống đa hà nội,1,10.0,10.0,0.0,20.0
nhân viên telesale nhà mạng viettel,1,10.0,10.0,8.0,12.0
nhân viên telesale viettel làm việc giờ hành chính tại hòa lạc thạch thất,1,10.0,10.0,8.0,12.0
nhân viên telesale viettel làm việc giờ hành chính tại hòa lạc thạch thất hà nội,1,10.0,10.0,8.0,12.0
nhân viên telesale viettel tại tân bình hồ chí minh,1,10.0,10.0,8.0,12.0
nhân viên telesales tư vấn qua điện thoại,1,10.0,10.0,8.0,12.0
nhân viên telesales viettel tại tân bình hồ chí minh,1,10.0,10.0,8.0,12.0
nhân viên telesales đi làm ngay,1,10.0,10.0,8.0,12.0
nhân viên tester đánh giá trải nghiệm khách hàng viettel tại keangnam,1,10.0,10.0,0.0,20.0
nhân viên thi công bảo trì tại nhà máy,1,10.0,10.0,9.0,11.0
nhân viên thi công lắp đặt pccc,1,10.0,10.0,8.0,12.0
nhân viên thiết kế bao bì,1,10.0,10.0,8.0,12.0
nhân viên thiết kế gia công cơ khí,1,10.0,10.0,8.0,12.0
nhân viên thiết kế kiêm dự toán,1,10.0,10.0,8.0,12.0
nhân viên thiết kế kết cấu xây dựng tiếng nhật n3,1,10.0,10.0,8.0,12.0
nhân viên thiết kế max 15mil gross,1,10.0,10.0,0.0,20.0
nhân viên thiết kế ngành pod designer pod,1,10.0,10.0,8.0,12.0
