job_title,so_viec_lam
nhân viên sales online chốt đơn mỹ phẩm,1
brse 2500 gross,1
cao lãnh nữ bán hàng đi thị trường,1
nhân viên kinh doanh sale tư vấn,1
nam nhân viên kinh doanh phát triển dự án,1
trợ lý kế toán đà nẵng,1
erp leader,1
chuyên viên phân tích hiệu quả tài chính dự án,1
quản lý bếp ăn công nghiệp bếp trung tâm bình chánh hcm,1
chuyên viên khách hàng cá nhân phòng giao dịch trần phú cn hà tĩnh,1
nhân viên vận hành máy thu nhập tới 12 triệu,1
nhân viên triển khai bản vẽ nhà gỗ nhật,1
tuyển nhân viên kế toán tổng hợp tại cầu giấy thu nhập hấp dẫn 12 triệu,1
hà nội nhân viên hỗ trợ thanh toán địa bàn hà đông cfi hni,1
it application support crm,1
kỹ sư vận hành hệ thống xử lý nước thải bình phước,1
trưởng nhóm mua hàng trái cây và nông sản,1
nhân viên thiết kế truyền thông b2b,1
phó quản lý khu vui chơi champion 1250 hà nội,1
kế toán vật tư nhà máy,1
nhân viên visa,1
chuyên viên kinh doanh b2b tiếng trung,1
hse intern,1
quản lý sản xuất tại bình dương,1
chuyên viên tư vấn giáo dục ocean edu khu vực thái nguyên thu nhập từ 13tr tháng,1
nhân viên bán hàng fulltime parttime,1
trợ lý giám đốc – mảng tài chính,1
nhân viên chăm sóc khách hàng techcombank,1
chuyên viên kinh doanh sales online quận 12,1
chuyên viên tư vấn bất động sản căn hộ lương cứng lên đến 11tr data đào tạo,1
nhân viên packer bình dương,1
nhân viên hộ lý,1
kỹ sư thiết kế giao thông hạ tầng,1
nhân viên tư vấn sales telesales văn phòng quận 5 thu nhập từ 8 triệu tháng,1
kol influencer manager,1
giám sát bộ phận kỹ thuật sản phẩm cho công ty của nhật,1
nhân viên chăm sóc khách hàng xử lý khiếu nại sàn tmđt,1
hạt chuyên viên kiểm soát chất lượng,1
trợ lý giám sát quầy thịt tbh,1
nhân viên quay dựng quay dựng video,1
nhân viên kinh doanh lương cứng 9 12 triệu hoa hồng,1
nhân viên kỹ thuật xi mạ kim loại,1
cộng tác viên xử lý dữ liệu hình ảnh online alchera,1
nhân viên telesales có thể công tác ưu tiên nam,1
nhân viên qc bắc ninh,1
nhân viên đấu thầu cung ứng,1
nhân viên chăm sóc khách hàng nhà mạng vinaphone không yêu cầu kinh nghiệm,1
nhân viên quay dựng editor video,1
y tá nữ có cchn thu nhập 20tr trở lên đi làm ngay,1
nhân viên văn phòng nhân viên tư vấn viettel,1
nhân viên qc ngành cơ khí,1
nhân viên chăm sóc khách hàng giờ hành chính,1
key account executive – kênh tt đà nẵng,1
chuyên viên kiểm thử phần mềm,1
công nhân xưởng sản xuất đóng gói gỗ nội thất và kim loại,1
nhân viên kế hoạch chất lượng tiếng nhật n2 14 triệu gross,1
nhân viên quảng cáo truyền thông,1
kỹ thuật viên đúc,1
video editor designer,1
nhân viên kinh doanh thị trường lai châu,1
engineer for process engineering,1
senior business development,1
nhân viên kế toán kho nữ không yêu cầu kinh nghiệm,1
sales export staff nhân viên sales xuất khẩu,1
business consultant category and channel management,1
chuyên viên ub phòng giao dịch bãi cháy cn quảng ninh,1
nhân viên vận hành máy in đi làm luôn,1
thợ vận hành máy chấn cơ khí,1
trưởng phòng phát triển thị trường kênh nhà máy văn phòng khách sạn,1
phó quản đốc xưởng sản xuất nội thất,1
quản lý kinh doanh lương 15 20tr,1
kỹ sư cấp thoát nước thu nhập upto 18 triệu,1
cầu giấy nhân viên chăm sóc khách hàng đài truyền hình vtvcab fulltime xoay ca linh hoạt có hỗ trợ mộc thực tập,1
ticketing booker vé máy bay,1
quản lí nhà hàng,1
nhân viên kỹ thuật vận hành máy cnc được đào tạo,1
nhân viên thiết kế revit autocad 3d môi trường,1
chuyên viên nhân viên đảm bảo hoạt động hạ tầng thiết bị,1
nhân viên kinh doanh hàng tiêu dùng kênh truyền thống,1
việc làm sale siêu thị đồng nai,1
nhân viên chăm sóc khách hàng hệ thống tổng đài viettel 4g,1
nhân viên video editor designer làm việc tại vp bình tân hcm,1
trưởng phòng kinh doanh vlxd và nội thất,1
nhân viên event phòng sự kiện du lịch,1
thủ kho biết chạy xe nâng,1
trình dược viên kênh bệnh viện sóc trăng,1
trưởng nhóm stylist,1
nhân viên kinh doanh tp hồ chí minh,1
112635 retail sales executive chuyên viên kinh doanh printers,1
nhân viên kinh doanh thu nhập lên đến 25 triệu tháng không yêu cầu kinh nghiệm,1
trợ lý phòng tuyển dụng,1
tư vấn viên phần mềm được hỗ trợ data khách hàng,1
nhân viên kỹ thuật đức hòa long an,1
quản lý dịch vụ vệ sinh làm việc tại bệnh viện hoàn mỹ cửu long cần thơ,1
nhân viên bán hàng thép hộp,1
kỹ sư dự toán kỹ sư khối lượng nhận việc ngay,1
trưởng nhóm kinh doanh mảng mỹ phẩm,1
tuyển nhân viên chăm sóc hàng siêu thị hcm,1
thợ hàn co2,1
nhân viên kinh doanh phụ tùng dĩ an,1
trợ lý kỹ thuật phủ dầu,1
idol livestream giải trí,1
content marketing tối thiểu 01 năm,1
nhân viên tư vấn thẻ hội viên thu nhập trung bình 10 25 triệu,1
kỹ sư phát triển backend java ngân hàng lương 30 triệu tháng tại hà nội,1
nhân viên kỹ thuật dệt dan vớ tất,1
nhân viên kiểm duyệt hồ sơ viettel không yêu cầu kinh nghiệm thu nhập 6 5 9m,1
intern content,1
đồng xoài bình phước nhân viên tư vấn tín dụng trả góp sản phẩm smc bp,1
nhân viên sàn thương mại điện tử e commerce specialist thu nhập từ 10 12 triệu,1
giám sát nghiên cứu và phát triển sản phẩm,1
customer service staff,1
nhân viên kinh doanh phân bón quận 9 quận 2 thủ đức,1
kế toán nội bộ tiếng trung tân uyên bình dương,1
nhân viên kế toán upto 15 triệu,1
giám sát kinh doanh tỉnh yên bái,1
trưởng phòng telesales,1
giao dịch viên tài chính tại pnj bắc ninh,1
chuyên viên trực tổng đài viettel không yêu cầu kinh nghiệm,1
kĩ sư thiết kế hệ thống nước,1
nữ trợ lý tổng giám đốc,1
logistics equipment control staff in hochiminh office,1
nhân viên đối soát hậu kiểm,1
chuyên viên tập sự khách hàng doanh nghiệp phòng giao dịch phú hộ cn việt trì,1
phó phòng kinh doanh câu lạc bộ,1
senior b2b sales executive,1
chuyên viên sale kênh mt gt,1
nhân viên kinh doanh và bán hàng hà nội,1
nhân viên cho thuê mặt bằng,1
nhân viên kinh doanh nhận việc ngay,1
chuyên viên chính rủi ro gian lận,1
chuyên viên kinh doanh fitness hồ chí minh,1
trung trung tâm chăm sóc khách hàng viettel hcm nhân viên chăm sóc khách hàng kênh 198,1
trưởng nhóm kinh doanh bđs mảng nghỉ dưỡng,1
nhân viên quản lý chất lượng sản phẩm tiếng nhật,1
nhân viên nhân sự up to 12m gross,1
thực tập sinh vận hành,1
điều dưỡng nha khoa,1
kế toán kho công nợ,1
trưởng nhóm kiểm soát chất lượng,1
kỹ thuật viên bảo dưỡng ô tô vũng tàu,1
nhân viên văn phòng giỏi excel,1
trưởng phòng test,1
phó quản lý giám sát tổ trưởng nhà hàng,1
logistics pricing executive,1
nhân viên qs mảng cơ điện pccc tại hà nội,1
nhân viên giao hàng máy tính,1
international sales staff,1
nhân viên kinh doanh phụ tùng xe dĩ an,1
quality assurance specialist salary up to 16 mil gross,1
tuyển pg chăm sóc hàng hóa siêu thị đăk nông,1
marketing team lead vị trí toàn thời gian,1
chuyên viên tập sự khách hàng doanh nghiệp cn bình phước,1
chuyên viên nhân sự khách sạn rey hotel hanoi,1
chuyên viên chế độ chính sách c b,1
nhân viên kinh doanh lương từ 14 triệu đến 16 triệu,1
110104 qc engineer kỹ sư quản lý chất lượng water treatment,1
business development technical sales,1
marketing associate,1
nhân viên chăm sóc khách hàng dịch vụ cáp mạng viễn thông không yêu cầu kinh nghiệm,1
chuyên viên vận hành ecommerce,1
nhân viên kinh doanh xuất khẩu tiếng anh giao tiếp,1
kỹ sư kết cấu mep,1
administration intern,1
nhân viên kinh doanh thị trường sales thị trường nhân viên bán hàng độ tuổi 9x có từ 1 năm kinh nghiệm,1
nhân viên tư vấn qua tổng đài viettel post tại hoài đức tp hà nội,1
kỹ sư thiết kế jig,1
retail assistant,1
phước an nhơn trạch đồng nai nhân viên hỗ trợ thanh toán tại địa bàn,1
nhân viên kinh doanh tư vấn bất động sản tại nam từ liêm,1
nhân viên bếp nhà hàng nhật bản robata an,1
nhân viên giám sát kỹ thuật thi công,1
tư vấn tuyển sinh hệ thống arena hcm,1
chuyên viên xử lý nợ trung tâm quản lý nợ,1
nhân viên tư vấn tài chính không yêu cầu kinh nghiệm sẽ được trainning,1
nhân viên nghiên cứu phát triển bình dương,1
nhân viên kế toán tại kcn tân trường hải dương,1
receptionist room controller,1
trưởng nhóm tư vấn dinh dưỡng,1
nhân viên lái xe 4 chỗ 7 chỗ 16 chỗ hà nội,1
chuyên viên tập sự khách hàng cá nhân cn sơn tây,1
it security expert iam,1
thư ký quản lý tòa nhà,1
giám đốc kinh doanh điện tử viễn thông – thiết bị bộ đàm,1
equipment thiết bị,1
chuyên viên tuyển dụng điều phối giáo viên,1
cà mau nhân viên hỗ trợ thanh toán tại địa bàn,1
chuyên viên khoa học dữ liệu data scientist,1
giáo viên mầm non khu vực hà nội,1
npi engineer,1
nhân viên lâm nghiệp,1
nhân viên phòng cải tiến,1
nhân viên vận hành sàn tmđt tiktok shopee lazada,1
nhân viên call center data hot lead thu nhập từ 15tr 25tr,1
nhân viên kinh doanh tư vấn sản phẩm,1
nhân viên thiết kế sản phẩm trang sức mảng 2d,1
chuyên viên đào tạo triển khai phần mềm,1
biên phiên dịch tiếng nhật – madoguchi,1
nhân viên chăm sóc khách hàng dự án viettel line 4g,1
product development supervisor,1
nhân viên kinh doanh kênh phân phối lâm đồng,1
nhân viên kế hoạch điều phối,1
chuyên viên sales nội địa,1
chuyên viên kỹ thuật bim cim,1
nhân viên phục vụ bar tây ca tối,1
nhân viên bán hàng tân phú hồ chí minh,1
kỹ sư xây dựng quản lý xây dựng,1
quản lý dự án phần cứng iot project manager,1
nhân viên hỗ trợ thanh toán tại địa bàn cfi na,1
nhân viên môi giới nhà ở hoa hồng trả ngay khi chốt quận 10,1
cầu giấy tìm kiếm chuyên viên kinh doanh sản phẩm ngân hàng thu nhập upto 10tr 20tr tháng,1
cửa hàng trưởng quản lý cửa hàng giày dép,1
admin staff,1
chủ nhiệm lớp anh ngữ ocean edu buôn ma thuột lương từ 13 triệu tháng,1
content marketing leader làm việc tại âu cơ tây hồ hà nội,1
chủ quản sản xuất xưởng trưởng biết tiếng trung,1
trình dược viên – kênh etc,1
sales executive for golf ball,1
nhân viên sale online ngành hàng mỹ phẩm,1
chăm sóc khách hàng app taxi công nghệ quận 12 không kinh nghiệm,1
kỹ sư công trình dân dụng,1
trưởng nhóm quản lý sản xuất tiếng nhật n3 up to 17m gross,1
nhân viên điều dưỡng dụng cụ phòng mổ,1
nhân viên hành chính nhân sự hưng yên,1
chuyên viên quan hệ khách hàng tại cầu giấy không yêu cầu kinh nghiệm,1
kỹ thuật thi công hiện trường,1
nhân viên kỹ thuật bảo trì văn phòng,1
sales staff n2 lương upto 18m,1
kỹ sư qs shop drawing,1
nhân viên bếp bánh siêu thị winmart tại sa đéc đồng tháp,1
nhân viên hải quan hiện trường tại hải phòng,1
compliance,1
sale thị trường thiết bị điện dân dụng thu nhập 14 16tr,1
chuyên viên khách hàng doanh nghiệp cn bắc sài gòn,1
tổng đài cskh viettel telecom line 198 xoay ca,1
nhân viên kinh doanh lương cơ bản từ 20 triệu,1
long an giám sát vệ sinh công nghiệp,1
chuyên viên tư vấn tuyển sinh telesale,1
nhân viên đấu thầu công ty nội thất,1
nhân viên thu ngân siêu thị,1
legal supervisor,1
nhân viên tele marketing hệ thống tâm điền,1
chuyên viên tư vấn giáo dục ocean edu văn giang thu nhập 13 triệu trở lên,1
nhân viên giám sát trưng bày,1
quảng nam giám sát vận hành,1
118093 sales executive medical equipment,1
thực tập sinh kế hoạch đầu tư lương cứng up to 6 000 000 vnđ hỗ trợ dấu mộc số liệu làm báo,1
nhân viên kỹ thuật cơ khí thu nhập upto 20 triệu tháng,1
thủ quỹ khu vực gia lai,1
kế toán mua hàng hóa,1
giải phóng mặt bằng,1
nhân viên kinh doanh bất động sản tư vấn căn hộ nam từ liêm,1
trưởng ca bán hàng tp thái nguyên,1
giám sát vệ sinh công nghiệp đồng nai,1
thực tập sinh kỹ thuật,1
nhân viên quản lý kho gia công,1
nhân viên phụ kho tại hà nội,1
giám sát kỹ thuật công trình xây dựng,1
crm executive,1
chuyên viên khách hàng doanh nghiệp phòng giao dịch buôn hồ cn đăk lăk,1
thống kê sản xuất,1
trưởng phòng kỹ thuật dịch vụ,1
chuyên viên thúc đẩy tăng trưởng lưu lượng,1
sbf chuyên viên social media,1
kỹ sư điện triển khai bản vẽ hvac,1
chủ nhiệm lớp anh ngữ ocean edu đông hưng thu nhập hấp dẫn từ 13 triệu tháng phỏng vấn đi làm ngay,1
nhân viên tư vấn giám sát xây dựng,1
nhân viên it kỹ thuật sửa chữa máy,1
nhân viên tư vấn hợp đồng du lịch nvl,1
logistics assistant supervisor,1
nhân viên cấp liệu cho phân xưởng hưng yên,1
trưởng phòng hành chính nhân sự tổng hợp,1
110122 accounting assistant manager real estate,1
chuyên viên tài chính doanh nghiệp,1
senior product specialist,1
nhân viên cơ khí chế tạo máy,1
biên hòa nhân viên kiểm tra chất lượng đầu vào,1
telesale ngành thẩm mỹ thu nhập up to 20tr,1
general manager quận 8,1
nữ cộng tác viên bán hàng phú thọ,1
nhân viên tư vấn viettel không yêu cầu kinh nghiệm giờ hành chính,1
mở job đầu năm tổng đài viên viettel money không yêu cầu kinh nghiệm,1
mega gangnam chuyên viên tư vấn,1
nhân viên tư vấn chăm sóc khách hàng giờ hành chính,1
