job_title,so_viec_lam
nhân viên vận hành sản xuất,4
chuyên viên phân tích nghiệp vụ ba,4
nhân viên phục vụ nhà hàng,4
cán bộ kỹ thuật xây dựng,4
nhân viên điều độ sản xuất,4
nhân viên chăm sóc khách hàng đài truyền hình k,4
giám sát bán hàng ngành fmcg kênh gt,4
chuyên viên kế hoạch kỹ thuật,4
nhân sự tổng hợp,4
chuyên viên google ads,4
quản lý kinh doanh kênh etc dịch vụ miền bắc,4
chăm sóc học viên,4
trưởng nhóm mua hàng,4
leader tuyển dụng,4
nhân viên thiết kế đồ hoạ,4
tổ trưởng cửa hàng gà rán jollibee,4
chuyên viên sale admin,4
kỹ thuật viên điện,4
điều dưỡng thẩm mỹ,4
nhân viên seeding,4
giám sát buồng phòng,4
lễ tân tòa nhà,4
giáo viên tiếng đức,4
thư ký y khoa,4
nhân viên thiết kế khuôn,4
giám sát kinh doanh kênh otc khu vực miền đông,4
chuyên viên phát triển phần mềm it,4
sales,4
thiết kế đồ họa,4
trưởng nhóm bán hàng online,4
kỹ sư điện tự động hóa,4
nhân viên quản lý lớp học,4
trưởng bộ phận marketing,4
dược sĩ bán hàng,4
content marketing executive,4
nhân viên phục vụ full time,4
giám sát vệ sinh công nghiệp,4
bếp nhật nhà hàng robata an bình dương,4
chuyên viên công nghệ thông tin,4
nhân viên sự kiện,4
nhân viên điều phối vận tải,4
chuyên viên khách hàng doanh nghiệp khu vực hồ chí minh,4
nhân viên pr,4
chuyên viên tài chính kế toán,4
nhân viên merchandise,4
phó giám đốc công ty dược,4
tư vấn viên spa,4
chuyên viên qa qc,4
trợ lý ceo,4
nhân viên telesale dự án viettel,4
giám sát dịch vụ,4
nhân viên kinh doanh tại văn phòng,4
chuyên viên mua hàng kỹ thuật,4
tổ trưởng qc,4
nhân viên telesale thẩm mỹ viện,4
trưởng nhóm it,4
giám đốc chi nhánh thu nhập từ 24 triệu tháng,4
chuyên viên kiểm soát tuân thủ,4
sales admin trợ lý kinh doanh,4
tuyển gấp nhân viên quay dựng,4
mobile developer,4
nhân viên tư vấn trả góp thu nhập lên đến 15 triệu được đào tạo,4
training specialist,4
nhân viên lễ tân văn phòng,4
nhân viên kinh doanh trình dược viên,4
java developer,4
nhân viên chăm sóc khách hàng thời vụ viettel xoay ca,4
trưởng nhóm thiết kế đồ họa,4
kỹ thuật điện,4
nhân viên kinh doanh viễn thông,4
quản lý cửa hàng quận 7 armani exchange,4
sales coordinator,4
nhân viên bán hàng livestream,4
nhân viên tư vấn nhà mạng viettel,4
nhân viên văn phòng tiếng trung,4
chuyên viên kinh doanh chuyển phát nhanh logistics,4
kỹ sư giám sát mep,4
operations specialist,4
nhân viên bán hàng tại hà nội,4
nhân viên vận hành hệ thống xử lý nước thải,4
hr manager,4
trưởng nhóm qc,4
trợ lý chủ tịch hội đồng quản trị,4
thực tập sinh hành chính,4
nhân viên bán hàng tại siêu thị,4
giáo viên tiếng hoa,4
content leader,4
trưởng nhóm kỹ thuật,4
đại diện thương mại,4
tuyển gấp kỹ thuật viên nha khoa viện thẩm mỹ y khoa dr hải lê,4
nhân viên kỹ thuật toà nhà,4
full stack developer,4
chuyên viên quan hệ khách hàng doanh nghiệp,4
nhân viên mua vật tư,4
kỹ thuật điện lạnh,4
trưởng nhóm kiểm toán,4
kế toán tổng hợp quản trị,4
chuyên viên social media,4
trưởng nhóm kinh doanh kênh tiền mặt,4
nhân viên marketing tổng hợp,4
trưởng nhóm đào tạo,4
senior content marketing,4
kỹ sư cơ khí chế tạo máy,4
nhân viên hỗ trợ khách hàng,4
nhân viên văn phòng nhân viên tư vấn viettel telecom,4
thực tập sinh digital marketing,4
tuyển dụng mc,4
nhân viên bán hàng fulltime,4
fullstack developer,4
manual tester,4
quản lý kinh doanh khu vực vùng 4,4
social media intern,4
nhân viên xử lý dữ liệu,4
trưởng phòng đấu thầu,4
kế toán hành chính,4
kỹ sư qs qc,4
kỹ sư hệ thống,4
nhân viên kinh doanh sàn thương mại điện tử,4
nhân viên tư vấn trả góp tuyển gấp,4
giám đốc sản xuất,4
industrial engineer,4
qc supervisor,4
junior merchandiser,4
kỹ sư điện công nghiệp,4
kế toán trường,4
sales representative,4
it business analyst,4
kinh doanh dự án,4
nhân viên tư vấn trả góp kênh xe máy điện máy thu nhập tốt,4
thủ kho thương mại điện tử,4
nhân viên kế toán hành chính,4
thực tập sinh tư vấn đầu tư khcn,4
nhân viên kế toán dịch vụ,4
kỹ sư cảnh quan,4
nv cv thu hồi nợ hiện trường ta147,4
quản lý trung tâm,4
nhân viên phục vụ bar làm việc trên du thuyền 5,4
kỹ sư thiết kế xây dựng,4
quận 7 sales assistant,4
nhân viên vận đơn,4
kế toán tổng hợp kiêm kế toán trưởng,4
chuyên viên telesale,4
trợ lý giám đốc điều hành,4
chuyên viên kiểm soát chi phí,4
kỹ sư sqe,4
giám sát cửa hàng,4
trưởng phòng qa,4
kỹ thuật viên ô tô,4
kiến trúc sư triển khai,4
nhân viên giao hàng xe máy,4
trình dược viên kênh etc,4
nhân viên kinh doanh xe máy điện,4
chuyên viên tổ chức sự kiện,4
nhân viên điều dưỡng nha khoa,4
trưởng phòng đào tạo,4
nhân viên kỹ thuật bảo trì điện,4
chỉ huy trưởng dự án,4
chuyên viên kinh doanh thị trường,4
nhân viên mua hàng tiếng trung,4
nhân viên phòng thí nghiệm,4
nhân viên bảo vệ tại hà nội,4
nhân viên kinh doanh hcm,4
nhân viên kế hoạch kỹ thuật,4
kỹ sư giám sát hiện trường,4
nhân viên kỹ thuật thiết kế,4
nhân viên digital,4
nhân viên kỹ thuật tòa nhà văn phòng,4
quản lý bán hàng,4
công nhân may,4
nhân viên kinh doanh làm việc tại văn phòng,4
nhân viên chứng từ khai báo hải quan,4
international sales specialist,4
production manager,4
nhân viên bán hàng cầu giấy,4
nhân viên bảo trì điện cơ khí,4
nhân viên kế hoạch sản xuất tiếng nhật,4
nhân viên kinh doanh bất động sản có lương cứng,3
tester junior,3
qa qc staff,3
chuyên viên khách hàng cá nhân cn bình phước,3
kế toán trưởng biết tiếng trung,3
nhân viên kinh doanh sale,3
chủ trì thiết kế,3
nhân viên kinh doanh fulltime part time,3
thực tập sinh thiết kế đồ họa,3
nhân viên quay dựng video chụp ảnh,3
nhân viên hỗ trợ livestream đăng ký làm ca part time,3
nhân viên kế toán tài chính,3
chuyên viên khách hàng cá nhân cn điện biên,3
kỹ thuật viên chẩn đoán hình ảnh,3
trợ lý giám đốc tiếng nhật n2,3
marketing specialist,3
chuyên viên trực tổng đài kênh ap đối tác viettel,3
qa staff,3
nhân viên bán hàng quảng ninh,3
nhân viên quản lý tài sản,3
phó giám đốc,3
bsv tổng đài viên line 198 đối tác viettel,3
nhân viên content media,3
nhân viên kinh doanh bình dương,3
tuyển chuyên viên đấu thầu kiêm sale admin hcm kênh y tế,3
nv cv thu hồi nợ qua điện thoại ta147,3
trợ lý giám đốc biết tiếng trung,3
nhân viên thương mại điện tử,3
property manager,3
nhân viên chăm sóc khách hàng ngân hàng tpbank không yêu cầu kinh nghiệm,3
nhân viên phân tích dữ liệu,3
nhân viên bán hàng showroom tttm estella,3
giao dịch quốc tế và xuất nhập khẩu,3
nhân viên tư vấn bảo hiểm,3
kế toán nội bộ long an,3
thợ hàn cơ khí,3
trợ lý cửa hàng,3
chuyên viên khách hàng cá nhân cn vũng tàu,3
qa technician,3
nhân viên bán hàng không cần kinh nghiệm,3
nhân viên trực page telesales,3
chuyên viên marketing phụ trách nội dung,3
nhân viên biên kịch,3
chuyên viên nghiên cứu và phát triển sản phẩm,3
chuyên viên quản lý dự án,3
trưởng nhóm hành chính,3
thực tập sinh sale admin,3
nhân viên bán hàng quảng bình,3
trưởng phòng bảo trì,3
kỹ sư giám sát cơ khí,3
trưởng phòng dịch vụ khách hàng,3
nhân viên pg,3
trưởng phòng kho vận,3
nhân viên hành chính kỹ thuật,3
nhân viên kinh doanh kỹ thuật xử lý nước,3
chuyên viên pháp chế doanh nghiệp,3
nhân viên bán hàng quận 1,3
bảo trì cơ điện,3
quản lý chuyên môn tiếng anh academic supervisor,3
giám đốc kinh doanh kênh gt,3
giám sát chuyên môn tiếng hoa,3
nhân viên giao nhận xe máy,3
trưởng bộ phận giải pháp kỹ thuật,3
3d garment technician nhân viên kỹ thuật 3d,3
house keeping nhân viên buồng phòng làm việc trên tàu du lịch,3
chuyên viên quản lý khách hàng cấp cao,3
bếp chính,3
trưởng phòng công nghệ thông tin,3
chuyên viên khách hàng cá nhân cn bến tre,3
sales support sales admin,3
nhân viên tổ chức sự kiện,3
cửa hàng trưởng chuỗi winmart nhận việc ngay,3
kỹ thuật bảo trì,3
điều dưỡng trưởng,3
nhân viên kinh doanh tư vấn tiệc,3
nhân viên kỹ thuật ép nhựa,3
bảo trì cơ khí,3
nhân viên kỹ thuật máy tính,3
thanh hóa nhân viên hỗ trợ thanh toán tại địa bàn,3
chuyên viên thiết kế rập hàng thời trang nữ,3
trưởng nhóm sale online,3
kỹ sư nghiên cứu và phát triển,3
nhân viên tư vấn tín dụng,3
e commerce executive,3
chuyên viên thiết kế thời trang,3
chuyên viên khách hàng doanh nghiệp cn nghệ an,3
center customer experience manager,3
education consultant online center,3
telesales team leader,3
chuyên viên khách hàng cá nhân cn hà tĩnh,3
nhân viên sale online mảng đồ gia dụng làm việc tại văn phòng hà nội fulltime,3
nhân viên sale online trực page,3
trưởng nhóm sale admin,3
chuyên viên khách hàng cá nhân cn khánh hòa,3
nhân viên dự toán xây dựng,3
chuyên viên marketing lương từ 13 triệu phỏng vấn đi làm ngay,3
tuyển nhân viên content seo,3
trình dược viên otc toàn quốc,3
nhân viên vận hành cnc,3
medical sales representative có kinh nghiệm sales,3
nhân viên hóa chất,3
ui ux designer,3
nhân viên điện lạnh,3
nhân viên kế toán tiếng trung,3
vận hành sàn thương mại điện tử,3
nhân viên kỹ thuật công nghệ,3
nhân viên kho đi làm ngay,3
nhân viên chăm sóc khách hàng kênh chat không yêu cầu kinh nghiệm thu nhập từ 7m,3
restaurant manager,3
marketing tiktok,3
bsv tuyển dụng dự án viettel nhân viên hỗ trợ khách hàng mạng viettel,3
thực tập sinh thiết kế,3
ecommerce executive,3
nhân viên kế toán đi làm ngay,3
nhân viên chăm sóc khách hàng dự án viettel kênh 198,3
nhân viên kinh doanh kênh horeca,3
trợ lý nghiệp vụ,3
host livestream bán hàng,3
trưởng phòng vận tải,3
giám đốc kinh doanh vùng,3
nhân viên sales vật liệu thiết bị nha khoa hcm,3
thực tập sinh seo,3
thư ký ban tổng giám đốc,3
nhân viên kinh doanh máy móc,3
chuyên viên vận hành sàn tmđt,3
nhân viên chăm sóc khách hàng logistics,3
nhân viên điều phối xe,3
hse executive,3
nhân viên thống kê kho,3
chuyên viên quay dựng video editor,3
nhân viên ecommerce,3
nhân viên kỹ thuật bảo hành,3
giám sát bán hàng kênh otc khu vực miền đông,3
telesale thẩm mỹ,3
nhân viên kỹ thuật hỗ trợ kỹ thuật,3
nhân viên giao nhận hàng hóa,3
chuyên viên kinh doanh sales b2b,3
chuyên viên khách hàng cá nhân phòng giao dịch thốt nốt cn cần thơ,3
nhân viên kinh doanh không cần kinh nghiệm,3
chuyên viên phân tích tài chính,3
kiến trúc sư quy hoạch,3
nhân viên quản trị hệ thống,3
tuyển dụng tổng đài viên dự án viettel kênh viettel ap,3
bác sĩ da liễu ngành spa,3
sales admin nhân viên văn phòng,3
chuyên viên tư vấn khách hàng,3
sales online,3
trưởng phòng thiết kế thời trang,3
chuyên viên kinh doanh tư vấn tài chính bảo hiểm,3
chuyên viên khách hàng cá nhân lâm đồng,3
nhân viên bán hàng hà nội,3
designer marketing,3
chuyên viên quản trị ngành hàng,3
chuyên viên media video editor,3
nhân viên kinh doanh phần mềm crm website,3
lái xe,3
nhân viên mua hàng kỹ thuật,3
nhân viên bảo vệ nội bộ,3
chuyên viên khách hàng cá nhân cn tây ninh,3
nhân viên quay dựng phim,3
tư vấn khách hàng,3
nhân viên phân loại hàng tại kho,3
kỹ sư điện – tự động hóa,3
hr ga manager,3
trợ lý vận hành,3
kỹ sư thiết kế cấp thoát nước,3
cộng tác viên chăm sóc khách hàng,3
quản đốc xưởng,3
nhân viên mua hàng trong nước,3
kỹ sư thiết kế mep,3
nhân viên kinh doanh nội địa,3
kỹ sư cây xanh cảnh quan,3
trưởng bộ phận kho,3
nhân viên kinh doanh gt,3
phó phòng nhân sự,3
chuyên viên tư vấn du học,3
kỹ sư trưởng,3
đại diện tiêu thụ,3
business development specialist,3
chỉ huy trưởng công trường,3
chuyên viên ub cn ninh thuận,3
nhân viên pháp lý,3
chuyên viên sự kiện,3
tuyển dụng nhân viên kinh doanh b2b tại hn và hcm,3
kiến trúc sư chủ trì thiết kế,3
giảng viên an toàn lao động,3
tổ trưởng phục vụ,3
tuyển dụng nhân viên kinh doanh lĩnh vực y tế hồ chí minh,3
nhân viên kinh doanh hồ chí minh,3
bác sĩ nha khoa,3
content,3
chuyên viên khách hàng cá nhân cn hà nam,3
giám sát lễ tân,3
nhân viên nhập liệu,3
giám đốc marketing ngành hàng,3
trưởng nhóm kinh doanh b2b,3
chuyên viên đối tác nhân sự,3
kỹ thuật vận hành máy,3
nhân viên phục vụ quận 1 nhà hàng nhật bản robata an,3
thư ký chủ tịch hội đồng quản trị,3
senior marketing executive,3
không yêu cầu kinh nghiệm thu nhập từ 7m nhân viên chăm sóc khách hàng kênh chat,3
video creator,3
trưởng nhóm content content leader,3
trưởng phòng kinh doanh nội thất,3
nhân viên kiểm soát chất lượng sản phẩm,3
giáo viên tiếng trung part time,3
content seo,3
phó phòng pháp chế,3
chuyên viên dự toán,3
nhân viên quản trị website,3
chuyên viên khách hàng cá nhân cn bình thuận,3
nhân viên bán hàng vật liệu xây dựng,3
chuyên viên chính thiết kế mảng thương hiệu truyền thông,3
trưởng nhóm hỗ trợ kinh doanh,3
chemical sales executive,3
nhân viên triển khai phần mềm,3
phụ bếp commis chef làm việc nhà hàng 5 nước ngoài,3
cửa hàng trưởng thời trang thể thao,3
trợ lý giám đốc tiếng nhật,3
chuyên viên thẩm định giá,3
chuyên viên khách hàng cá nhân cn nghệ an,3
trưởng phòng tuyển dụng,3
nhân viên hỗ trợ kỹ thuật,3
nhân viên cskh kênh 198 viettel,3
nhân viên bán hàng thời trang cao cấp,3
nhân viên kinh doanh dự án nội thất,3
chuyên viên tư vấn thẩm mỹ,3
trợ live và sale koc,3
nhân viên giám sát thi công nội thất tại hà nội,3
quản lý cửa hàng quận 7 mothercare,3
kỹ sư kết cấu thép,3
chuyên viên thẩm định doanh nghiệp,3
chuyên viên chạy quảng cáo ngành spa,3
nhân viên bếp culinary làm việc trên du thuyền 5 sao,3
brand leader,3
